start_lat,start_lng,end_lat,end_lng,distance_meters,slope_percent,has_stairs,surface,is_closed
47.651247,-122.30449,47.651433,-122.304272,26,1.5,false,paved,false
47.651021,-122.30486,47.651247,-122.30449,37,1.5,false,paved,false
47.650851,-122.305222,47.651021,-122.30486,33,1.5,false,paved,false
47.650766,-122.305534,47.650851,-122.305222,25,1.5,false,paved,false
47.650749,-122.305593,47.650766,-122.305534,5,1.5,false,paved,false
47.650714,-122.305761,47.650748,-122.305592,13,1.5,false,paved,false
47.650688,-122.305966,47.650715,-122.305757,16,1.5,false,paved,false
47.650672,-122.306208,47.650688,-122.305966,18,1.5,false,paved,false
47.650665,-122.306354,47.650672,-122.306208,11,1.5,false,paved,false
47.650665,-122.306354,47.650671,-122.306572,16,1.5,false,paved,false
47.650671,-122.306572,47.65069,-122.306779,16,1.5,false,paved,false
47.65069,-122.306779,47.650719,-122.307015,18,1.5,false,paved,false
47.650719,-122.307015,47.650784,-122.307344,26,1.5,false,paved,false
47.650784,-122.307344,47.650848,-122.30759,20,1.5,false,paved,false
